feature,category,train_count,encoded_as
diag_2,V72,12,Other
diag_2,185,12,Other
diag_2,556,12,Other
diag_2,261,12,Other
diag_2,E947,12,Other
diag_2,617,12,Other
diag_2,423,12,Other
diag_2,283,12,Other
diag_2,252,12,Other
diag_2,442,12,Other
diag_2,462,11,Other
diag_2,550,11,Other
diag_2,824,11,Other
diag_2,696,11,Other
diag_2,958,11,Other
diag_2,279,11,Other
diag_2,356,11,Other
diag_2,307,11,Other
diag_2,250.1,11,Other
diag_2,852,11,Other
diag_2,753,11,Other
diag_2,281,11,Other
diag_2,736,11,Other
diag_2,156,11,Other
diag_2,432,10,Other
diag_2,823,10,Other
diag_2,436,10,Other
diag_2,382,10,Other
diag_2,317,10,Other
diag_2,570,10,Other
diag_2,746,10,Other
diag_2,627,10,Other
diag_2,151,10,Other
diag_2,262,10,Other
diag_2,693,9,Other
diag_2,378,9,Other
diag_2,V17,9,Other
diag_2,821,9,Other
diag_2,250.2,9,Other
diag_2,487,9,Other
diag_2,717,8,Other
diag_2,335,8,Other
diag_2,359,8,Other
diag_2,706,8,Other
diag_2,E944,8,Other
diag_2,34,8,Other
diag_2,494,8,Other
diag_2,421,8,Other
diag_2,E928,8,Other
diag_2,816,8,Other
diag_2,183,8,Other
diag_2,514,8,Other
diag_2,517,8,Other
diag_2,152,8,Other
diag_2,40,8,Other
diag_2,718,8,Other
diag_2,298,8,Other
diag_2,260,8,Other
diag_2,756,7,Other
diag_2,709,7,Other
diag_2,251,7,Other
diag_2,959,7,Other
diag_2,881,7,Other
diag_2,745,7,Other
diag_2,565,7,Other
diag_2,333,7,Other
diag_2,510,7,Other
diag_2,905,7,Other
diag_2,V46,7,Other
diag_2,586,7,Other
diag_2,608,7,Other
diag_2,201,7,Other
diag_2,V18,7,Other
diag_2,836,7,Other
diag_2,792,7,Other
diag_2,E939,7,Other
diag_2,737,7,Other
diag_2,233,6,Other
diag_2,741,6,Other
diag_2,712,6,Other
diag_2,528,6,Other
diag_2,533,6,Other
diag_2,V57,6,Other
diag_2,621,6,Other
diag_2,694,6,Other
diag_2,191,6,Other
diag_2,454,6,Other
diag_2,461,6,Other
diag_2,825,6,Other
diag_2,266,6,Other
diag_2,431,6,Other
diag_2,540,6,Other
diag_2,619,6,Other
diag_2,54,6,Other
diag_2,380,6,Other
diag_2,V09,6,Other
diag_2,314,6,Other
diag_2,485,6,Other
diag_2,867,6,Other
diag_2,227,6,Other
diag_2,579,6,Other
diag_2,922,6,Other
diag_2,343,6,Other
diag_2,796,5,Other
diag_2,524,5,Other
diag_2,594,5,Other
diag_2,324,5,Other
diag_2,297,5,Other
diag_2,604,5,Other
diag_2,E927,5,Other
diag_2,457,5,Other
diag_2,208,5,Other
diag_2,E917,5,Other
diag_2,646,5,Other
diag_2,845,5,Other
diag_2,508,5,Other
diag_2,273,5,Other
diag_2,V70,5,Other
diag_2,V44,5,Other
diag_2,250.91,5,Other
diag_2,188,5,Other
diag_2,199,5,Other
diag_2,E934,5,Other
diag_2,793,5,Other
diag_2,369,5,Other
diag_2,117,5,Other
diag_2,686,5,Other
diag_2,701,5,Other
diag_2,241,5,Other
diag_2,214,5,Other
diag_2,9,5,Other
diag_2,338,5,Other
diag_2,136,4,Other
diag_2,225,4,Other
diag_2,500,4,Other
diag_2,847,4,Other
diag_2,E812,4,Other
diag_2,354,4,Other
diag_2,E936,4,Other
diag_2,810,4,Other
diag_2,E933,4,Other
diag_2,989,4,Other
diag_2,882,4,Other
diag_2,250.9,4,Other
diag_2,713,4,Other
diag_2,527,4,Other
diag_2,685,4,Other
diag_2,258,4,Other
diag_2,647,4,Other
diag_2,652,4,Other
diag_2,831,4,Other
diag_2,110,4,Other
diag_2,891,4,Other
diag_2,861,4,Other
diag_2,299,4,Other
diag_2,365,4,Other
diag_2,360,4,Other
diag_2,907,4,Other
diag_2,750,4,Other
diag_2,758,4,Other
diag_2,522,4,Other
diag_2,250.23,3,Other
diag_2,837,3,Other
diag_2,355,3,Other
diag_2,220,3,Other
diag_2,V08,3,Other
diag_2,217,3,Other
diag_2,11,3,Other
diag_2,250.21,3,Other
diag_2,692,3,Other
diag_2,246,3,Other
diag_2,310,3,Other
diag_2,501,3,Other
diag_2,747,3,Other
diag_2,320,3,Other
diag_2,644,3,Other
diag_2,E950,3,Other
diag_2,376,3,Other
diag_2,477,3,Other
diag_2,598,3,Other
diag_2,883,3,Other
diag_2,373,3,Other
diag_2,842,3,Other
diag_2,E887,3,Other
diag_2,308,3,Other
diag_2,868,3,Other
diag_2,395,3,Other
diag_2,865,3,Other
diag_2,623,3,Other
diag_2,822,3,Other
diag_2,759,3,Other
diag_2,E816,3,Other
diag_2,892,3,Other
diag_2,336,3,Other
diag_2,521,3,Other
diag_2,909,3,Other
diag_2,E881,3,Other
diag_2,E924,3,Other
diag_2,377,3,Other
diag_2,E930,3,Other
diag_2,E937,3,Other
diag_2,172,2,Other
diag_2,463,2,Other
diag_2,193,2,Other
diag_2,131,2,Other
diag_2,480,2,Other
diag_2,405,2,Other
diag_2,622,2,Other
diag_2,801,2,Other
diag_2,923,2,Other
diag_2,543,2,Other
diag_2,75,2,Other
diag_2,751,2,Other
diag_2,933,2,Other
diag_2,E905,2,Other
diag_2,919,2,Other
diag_2,921,2,Other
diag_2,872,2,Other
diag_2,870,2,Other
diag_2,910,2,Other
diag_2,171,2,Other
diag_2,698,2,Other
diag_2,366,2,Other
diag_2,245,2,Other
diag_2,542,2,Other
diag_2,862,2,Other
diag_2,448,2,Other
diag_2,E916,2,Other
diag_2,864,2,Other
diag_2,645,2,Other
diag_2,851,2,Other
diag_2,725,2,Other
diag_2,V02,2,Other
diag_2,250.32,2,Other
diag_2,E819,2,Other
diag_2,654,2,Other
diag_2,641,2,Other
diag_2,V23,2,Other
diag_2,603,2,Other
diag_2,797,2,Other
diag_2,250.33,2,Other
diag_2,250.3,2,Other
diag_2,E870,2,Other
diag_2,534,2,Other
diag_2,484,2,Other
diag_2,795,2,Other
diag_2,664,2,Other
diag_2,141,2,Other
diag_2,352,2,Other
diag_2,452,2,Other
diag_2,869,2,Other
diag_2,V11,2,Other
diag_2,755,2,Other
diag_2,992,2,Other
diag_2,306,2,Other
diag_2,791,2,Other
diag_2,379,2,Other
diag_2,495,2,Other
diag_2,991,2,Other
diag_2,E821,2,Other
diag_2,705,2,Other
diag_2,383,2,Other
diag_2,V55,2,Other
diag_2,934,2,Other
diag_2,V86,2,Other
diag_2,341,2,Other
diag_2,323,2,Other
diag_2,661,2,Other
diag_2,588,2,Other
diag_2,969,2,Other
diag_2,659,2,Other
diag_2,844,2,Other
diag_2,917,1,Other
diag_2,E965,1,Other
diag_2,137,1,Other
diag_2,980,1,Other
diag_2,475,1,Other
diag_2,965,1,Other
diag_2,381,1,Other
diag_2,846,1,Other
diag_2,634,1,Other
diag_2,163,1,Other
diag_2,464,1,Other
diag_2,E868,1,Other
diag_2,372,1,Other
diag_2,E854,1,Other
diag_2,240,1,Other
diag_2,832,1,Other
diag_2,605,1,Other
diag_2,46,1,Other
diag_2,V13,1,Other
diag_2,E850,1,Other
diag_2,800,1,Other
diag_2,952,1,Other
diag_2,164,1,Other
diag_2,906,1,Other
diag_2,239,1,Other
diag_2,911,1,Other
diag_2,232,1,Other
diag_2,990,1,Other
diag_2,52,1,Other
diag_2,V61,1,Other
diag_2,610,1,Other
diag_2,972,1,Other
diag_2,E919,1,Other
diag_2,944,1,Other
diag_2,963,1,Other
diag_2,347,1,Other
diag_2,V14,1,Other
diag_2,374,1,Other
diag_2,256,1,Other
diag_2,96,1,Other
diag_2,656,1,Other
diag_2,994,1,Other
diag_2,318,1,Other
diag_2,663,1,Other
diag_2,879,1,Other
diag_2,674,1,Other
diag_2,V53,1,Other
diag_2,145,1,Other
diag_2,826,1,Other
diag_2,353,1,Other
diag_2,E938,1,Other
diag_2,99,1,Other
diag_2,192,1,Other
diag_2,945,1,Other
diag_2,E814,1,Other
diag_2,E941,1,Other
diag_2,529,1,Other
diag_2,871,1,Other
diag_2,302,1,Other
diag_2,955,1,Other
diag_2,322,1,Other
diag_2,513,1,Other
diag_2,88,1,Other
diag_2,V25,1,Other
diag_2,215,1,Other
diag_2,228,1,Other
diag_2,223,1,Other
diag_2,350,1,Other
diag_2,483,1,Other
diag_2,V50,1,Other
diag_2,V03,1,Other
diag_2,E968,1,Other
diag_2,E882,1,Other
diag_2,140,1,Other
diag_2,703,1,Other
diag_2,V16,1,Other
diag_2,893,1,Other
diag_2,27,1,Other
diag_2,235,1,Other
diag_2,V69,1,Other
diag_2,658,1,Other
diag_2,670,1,Other
diag_2,195,1,Other
diag_2,388,1,Other
diag_2,894,1,Other
diag_2,114,1,Other
diag_2,704,1,Other
diag_2,470,1,Other
diag_2,E890,1,Other
diag_2,7,1,Other
diag_2,E817,1,Other
diag_2,880,1,Other
diag_2,853,1,Other
diag_2,E945,1,Other
diag_2,523,1,Other
diag_2,863,1,Other
diag_2,649,1,Other
diag_2,913,1,Other
diag_2,580,1,Other
diag_2,E853,1,Other
diag_2,V66,1,Other
diag_2,270,1,Other
diag_2,460,1,Other
diag_2,942,1,Other
diag_2,866,1,Other
diag_2,364,1,Other
diag_2,66,1,Other
diag_2,E883,1,Other
diag_2,389,1,Other
diag_2,123,1,Other
diag_2,V60,1,Other
diag_2,E906,1,Other
diag_2,967,1,Other
diag_2,5,1,Other
diag_2,E931,1,Other
diag_2,250.31,1,Other
diag_2,843,1,Other
diag_2,E858,1,Other
diag_2,927,1,Other
diag_2,947,1,Other
diag_2,182,1,Other
diag_2,974,1,Other
diag_2,695,1,Other
diag_2,111,1,Other
diag_2,977,1,Other
diag_2,E900,1,Other
diag_2,31,1,Other
diag_2,226,1,Other
diag_2,615,1,Other
diag_2,833,1,Other
diag_2,78,1,Other
diag_2,742,1,Other
diag_2,472,1,Other
diag_2,811,1,Other
diag_2,351,1,Other
diag_2,422,1,Other
diag_2,815,1,Other
diag_2,325,1,Other
diag_3,250,7256,250
diag_3,401,5245,401
diag_3,276,3224,276
diag_3,428,2746,428
diag_3,427,2433,427
diag_3,414,2271,414
diag_3,496,1583,496
diag_3,403,1465,403
diag_3,272,1252,272
diag_3,585,1244,585
diag_3,599,1206,599
diag_3,Unknown,934,Unknown
diag_3,250.02,886,250.02
diag_3,V45,881,V45
diag_3,707,829,707
diag_3,780,813,780
diag_3,285,773,285
diag_3,425,687,425
diag_3,250.6,681,250.6
diag_3,424,654,424
diag_3,682,598,682
diag_3,305,580,305
diag_3,584,569,584
diag_3,250.01,551,250.01
diag_3,41,481,41
diag_3,518,480,518
diag_3,278,439,278
diag_3,493,431,493
diag_3,530,404,530
diag_3,786,379,786
diag_3,491,371,491
diag_3,V58,335,V58
diag_3,486,333,486
diag_3,244,325,244
diag_3,250.4,262,250.4
diag_3,357,254,357
diag_3,411,253,411
diag_3,287,249,287
diag_3,280,248,280
diag_3,402,244,402
diag_3,787,234,787
diag_3,788,233,788
diag_3,511,231,511
diag_3,785,224,785
diag_3,197,221,197
diag_3,413,214,413
diag_3,593,210,593
diag_3,V15,210,V15
diag_3,995,199,995
diag_3,799,199,799
diag_3,250.8,198,250.8
diag_3,998,198,998
diag_3,412,197,412
diag_3,438,195,438
diag_3,997,190,997
diag_3,560,190,560
diag_3,458,188,458
diag_3,571,188,571
diag_3,294,187,294
diag_3,789,186,789
diag_3,535,178,535
diag_3,536,174,536
diag_3,996,170,996
diag_3,70,169,70
diag_3,426,166,426
diag_3,295,165,295
diag_3,300,164,300
diag_3,V10,157,V10
diag_3,784,155,784
diag_3,E849,148,E849
diag_3,396,148,396
diag_3,311,145,311
diag_3,112,145,112
diag_3,263,144,263
diag_3,578,138,578
diag_3,V42,137,V42
diag_3,V12,135,V12
diag_3,303,135,303
diag_3,715,132,715
diag_3,453,132,453
diag_3,440,131,440
diag_3,730,127,730
diag_3,790,126,790
diag_3,443,126,443
diag_3,733,126,733
diag_3,198,126,198
diag_3,V43,122,V43
diag_3,8,122,8
diag_3,562,122,562
diag_3,331,113,331
diag_3,410,110,410
diag_3,296,109,296
diag_3,416,107,416
diag_3,E878,107,E878
diag_3,397,107,397
diag_3,304,105,304
diag_3,250.41,103,250.41
diag_3,433,97,Other
diag_3,250.92,96,Other
diag_3,729,96,Other
diag_3,492,94,Other
diag_3,724,94,Other
diag_3,342,93,Other
diag_3,515,93,Other
diag_3,577,93,Other
diag_3,E888,93,Other
diag_3,162,92,Other
diag_3,553,91,Other
diag_3,284,91,Other
diag_3,591,85,Other
diag_3,782,84,Other
diag_3,781,83,Other
diag_3,574,82,Other
diag_3,466,82,Other
diag_3,564,81,Other
diag_3,38,80,Other
diag_3,250.03,80,Other
diag_3,250.42,80,Other
diag_3,648,80,Other
diag_3,250.7,79,Other
diag_3,E885,78,Other
diag_3,250.5,78,Other
diag_3,731,78,Other
diag_3,710,77,Other
diag_3,569,74,Other
diag_3,202,74,Other
diag_3,722,73,Other
diag_3,719,73,Other
diag_3,286,73,Other
diag_3,558,73,Other
diag_3,250.51,72,Other
diag_3,794,72,Other
diag_3,404,72,Other
diag_3,728,72,Other
diag_3,V85,72,Other
diag_3,337,69,Other
diag_3,250.82,68,Other
diag_3,211,67,Other
diag_3,196,67,Other
diag_3,288,65,Other
diag_3,301,64,Other
diag_3,459,63,Other
diag_3,275,61,Other
diag_3,596,60,Other
diag_3,600,59,Other
diag_3,583,58,Other
diag_3,V09,57,Other
diag_3,327,57,Other
diag_3,581,56,Other
diag_3,290,55,Other
diag_3,714,55,Other
diag_3,332,54,Other
diag_3,437,54,Other
diag_3,716,53,Other
diag_3,681,50,Other
diag_3,E932,49,Other
diag_3,293,49,Other
diag_3,255,48,Other
diag_3,250.52,46,Other
diag_3,204,46,Other
diag_3,455,45,Other
diag_3,242,45,Other
diag_3,429,45,Other
diag_3,203,44,Other
diag_3,465,44,Other
diag_3,135,42,Other
diag_3,435,42,Other
diag_3,592,42,Other
diag_3,362,41,Other
diag_3,274,41,Other
diag_3,V46,41,Other
diag_3,568,41,Other
diag_3,E879,40,Other
diag_3,507,40,Other
diag_3,783,40,Other
diag_3,348,39,Other
diag_3,490,37,Other
diag_3,344,37,Other
diag_3,573,37,Other
diag_3,340,37,Other
diag_3,V54,37,Other
diag_3,473,37,Other
diag_3,625,37,Other
diag_3,250.43,36,Other
diag_3,153,35,Other
diag_3,721,35,Other
diag_3,185,34,Other
diag_3,174,34,Other
diag_3,V49,33,Other
diag_3,218,33,Other
diag_3,292,33,Other
diag_3,595,31,Other
diag_3,531,31,Other
diag_3,V64,31,Other
diag_3,572,31,Other
diag_3,277,30,Other
diag_3,441,30,Other
diag_3,281,29,Other
diag_3,575,29,Other
diag_3,79,29,Other
diag_3,E942,28,Other
diag_3,924,28,Other
diag_3,282,28,Other
diag_3,309,27,Other
diag_3,434,27,Other
diag_3,253,27,Other
diag_3,V27,27,Other
diag_3,482,27,Other
diag_3,618,26,Other
diag_3,873,26,Other
diag_3,807,25,Other
diag_3,576,25,Other
diag_3,456,25,Other
diag_3,199,25,Other
diag_3,289,25,Other
diag_3,447,25,Other
diag_3,E947,25,Other
diag_3,338,25,Other
diag_3,812,24,Other
diag_3,620,24,Other
diag_3,368,24,Other
diag_3,590,24,Other
diag_3,614,23,Other
diag_3,250.12,23,Other
diag_3,642,23,Other
diag_3,238,23,Other
diag_3,519,23,Other
diag_3,250.81,23,Other
diag_3,512,22,Other
diag_3,723,22,Other
diag_3,291,22,Other
diag_3,157,22,Other
diag_3,346,21,Other
diag_3,626,21,Other
diag_3,444,21,Other
diag_3,E935,21,Other
diag_3,345,21,Other
diag_3,616,21,Other
diag_3,356,20,Other
diag_3,805,20,Other
diag_3,659,20,Other
diag_3,478,19,Other
diag_3,446,19,Other
diag_3,617,19,Other
diag_3,250.53,19,Other
diag_3,333,19,Other
diag_3,588,19,Other
diag_3,726,18,Other
diag_3,727,18,Other
diag_3,457,18,Other
diag_3,V65,18,Other
diag_3,V44,18,Other
diag_3,517,18,Other
diag_3,532,18,Other
diag_3,537,18,Other
diag_3,711,18,Other
diag_3,250.11,17,Other
diag_3,298,17,Other
diag_3,920,17,Other
diag_3,319,16,Other
diag_3,555,16,Other
diag_3,369,16,Other
diag_3,189,16,Other
diag_3,E880,16,Other
diag_3,423,16,Other
diag_3,V62,16,Other
diag_3,696,16,Other
diag_3,959,16,Other
diag_3,824,15,Other
diag_3,415,15,Other
diag_3,533,15,Other
diag_3,250.1,15,Other
diag_3,738,15,Other
diag_3,252,15,Other
diag_3,737,15,Other
diag_3,42,15,Other
diag_3,601,15,Other
diag_3,365,15,Other
diag_3,E884,15,Other
diag_3,461,14,Other
diag_3,53,14,Other
diag_3,398,14,Other
diag_3,442,14,Other
diag_3,394,14,Other
diag_3,V17,14,Other
diag_3,V08,14,Other
diag_3,820,14,Other
diag_3,355,14,Other
diag_3,808,14,Other
diag_3,110,13,Other
diag_3,646,13,Other
diag_3,205,13,Other
diag_3,802,13,Other
diag_3,792,13,Other
diag_3,E934,13,Other
diag_3,E944,13,Other
diag_3,477,13,Other
diag_3,736,12,Other
diag_3,386,12,Other
diag_3,693,12,Other
diag_3,627,12,Other
diag_3,999,12,Other
diag_3,266,12,Other
diag_3,905,11,Other
diag_3,487,11,Other
diag_3,154,11,Other
diag_3,138,11,Other
diag_3,343,11,Other
diag_3,608,11,Other
diag_3,745,11,Other
diag_3,462,11,Other
diag_3,922,11,Other
diag_3,663,11,Other
diag_3,V63,11,Other
diag_3,611,11,Other
diag_3,556,11,Other
diag_3,840,10,Other
diag_3,521,10,Other
diag_3,796,10,Other
diag_3,54,10,Other
diag_3,349,10,Other
diag_3,250.22,10,Other
diag_3,753,10,Other
diag_3,307,10,Other
diag_3,E930,10,Other
diag_3,567,10,Other
diag_3,454,10,Other
diag_3,598,10,Other
diag_3,923,10,Other
diag_3,V18,10,Other
diag_3,382,10,Other
diag_3,791,10,Other
diag_3,389,9,Other
diag_3,188,9,Other
diag_3,250.13,9,Other
diag_3,283,9,Other
diag_3,692,9,Other
diag_3,241,9,Other
diag_3,516,9,Other
diag_3,607,9,Other
diag_3,813,9,Other
diag_3,E931,9,Other
diag_3,94,9,Other
diag_3,654,9,Other
diag_3,514,9,Other
diag_3,E939,9,Other
diag_3,358,9,Other
diag_3,621,9,Other
diag_3,656,9,Other
diag_3,501,9,Other
diag_3,647,8,Other
diag_3,E812,8,Other
diag_3,698,8,Other
diag_3,725,8,Other
diag_3,582,8,Other
diag_3,916,8,Other
diag_3,686,8,Other
diag_3,522,8,Other
diag_3,261,8,Other
diag_3,310,8,Other
diag_3,494,8,Other
diag_3,378,8,Other
diag_3,680,8,Other
diag_3,312,8,Other
diag_3,892,8,Other
diag_3,405,8,Other
diag_3,594,7,Other
diag_3,713,7,Other
diag_3,907,7,Other
diag_3,432,7,Other
diag_3,250.83,7,Other
diag_3,586,7,Other
diag_3,580,7,Other
diag_3,200,7,Other
diag_3,183,7,Other
diag_3,155,7,Other
diag_3,709,7,Other
diag_3,718,7,Other
diag_3,552,7,Other
diag_3,E933,7,Other
diag_3,117,7,Other
diag_3,354,7,Other
diag_3,208,7,Other
diag_3,279,7,Other
diag_3,958,7,Other
diag_3,451,6,Other
diag_3,579,6,Other
diag_3,717,6,Other
diag_3,V72,6,Other
diag_3,610,6,Other
diag_3,825,6,Other
diag_3,201,6,Other
diag_3,372,6,Other
diag_3,151,6,Other
diag_3,867,6,Other
diag_3,882,6,Other
diag_3,359,6,Other
diag_3,695,6,Other
diag_3,694,6,Other
diag_3,150,6,Other
diag_3,883,6,Other
diag_3,273,6,Other
diag_3,E816,6,Other
diag_3,861,6,Other
diag_3,793,6,Other
diag_3,570,6,Other
diag_3,E928,6,Other
diag_3,845,6,Other
diag_3,712,6,Other
diag_3,708,6,Other
diag_3,228,6,Other
diag_3,847,5,Other
diag_3,605,5,Other
diag_3,E927,5,Other
diag_3,250.2,5,Other
diag_3,260,5,Other
diag_3,E937,5,Other
diag_3,815,5,Other
diag_3,619,5,Other
diag_3,664,5,Other
diag_3,652,5,Other
diag_3,965,5,Other
diag_3,E887,5,Other
diag_3,860,5,Other
diag_3,270,5,Other
diag_3,701,5,Other
diag_3,317,5,Other
diag_3,962,5,Other
diag_3,741,5,Other
diag_3,V57,5,Other
diag_3,E941,5,Other
diag_3,836,5,Other
diag_3,431,5,Other
diag_3,388,5,Other
diag_3,746,5,Other
diag_3,649,5,Other
diag_3,V55,5,Other
diag_3,481,4,Other
diag_3,V16,4,Other
diag_3,752,4,Other
diag_3,306,4,Other
diag_3,705,4,Other
diag_3,179,4,Other
diag_3,420,4,Other
diag_3,421,4,Other
diag_3,250.93,4,Other
diag_3,756,4,Other
diag_3,V53,4,Other
diag_3,991,4,Other
diag_3,472,4,Other
diag_3,917,4,Other
diag_3,9,4,Other
diag_3,751,4,Other
diag_3,510,4,Other
diag_3,969,4,Other
diag_3,239,4,Other
diag_3,850,4,Other
diag_3,172,4,Other
diag_3,747,4,Other
diag_3,495,4,Other
diag_3,233,4,Other
diag_3,V14,4,Other
diag_3,227,4,Other
diag_3,527,4,Other
diag_3,881,4,Other
diag_3,821,4,Other
diag_3,336,4,Other
diag_3,810,4,Other
diag_3,523,4,Other
diag_3,758,4,Other
diag_3,500,4,Other
diag_3,V02,4,Other
diag_3,E881,4,Other
diag_3,604,4,Other
diag_3,251,4,Other
diag_3,246,4,Other
diag_3,557,4,Other
diag_3,704,4,Other
diag_3,182,4,Other
diag_3,250.91,4,Other
diag_3,V13,4,Other
diag_3,E929,4,Other
diag_3,262,4,Other
diag_3,E850,4,Other
diag_3,742,4,Other
diag_3,34,4,Other
diag_3,823,3,Other
diag_3,E819,3,Other
diag_3,299,3,Other
diag_3,436,3,Other
diag_3,240,3,Other
diag_3,380,3,Other
diag_3,323,3,Other
diag_3,470,3,Other
diag_3,565,3,Other
diag_3,383,3,Other
diag_3,78,3,Other
diag_3,163,3,Other
diag_3,258,3,Other
diag_3,661,3,Other
diag_3,225,3,Other
diag_3,170,3,Other
diag_3,844,3,Other
diag_3,417,3,Other
diag_3,E905,3,Other
diag_3,E906,3,Other
diag_3,644,3,Other
diag_3,665,3,Other
diag_3,256,3,Other
diag_3,297,3,Other
diag_3,5,3,Other
diag_3,V66,3,Other
diag_3,921,3,Other
diag_3,915,3,Other
diag_3,318,3,Other
diag_3,E917,3,Other
diag_3,E936,3,Other
diag_3,V23,3,Other
diag_3,334,3,Other
diag_3,913,3,Other
diag_3,314,3,Other
diag_3,658,3,Other
diag_3,866,3,Other
diag_3,379,3,Other
diag_3,E818,3,Other
diag_3,E920,3,Other
diag_3,353,3,Other
diag_3,V03,3,Other
diag_3,220,3,Other
diag_3,452,3,Other
diag_3,966,3,Other
diag_3,268,3,Other
diag_3,250.9,3,Other
diag_3,131,3,Other
diag_3,543,3,Other
diag_3,351,3,Other
diag_3,214,3,Other
diag_3,945,3,Other
diag_3,7,2,Other
diag_3,703,2,Other
diag_3,E950,2,Other
diag_3,E817,2,Other
diag_3,934,2,Other
diag_3,250.3,2,Other
diag_3,235,2,Other
diag_3,525,2,Other
diag_3,E858,2,Other
diag_3,445,2,Other
diag_3,191,2,Other
diag_3,891,2,Other
diag_3,35,2,Other
diag_3,460,2,Other
diag_3,870,2,Other
diag_3,216,2,Other
diag_3,906,2,Other
diag_3,797,2,Other
diag_3,685,2,Other
diag_3,912,2,Other
diag_3,377,2,Other
diag_3,660,2,Other
diag_3,597,2,Other
diag_3,11,2,Other
diag_3,156,2,Other
diag_3,868,2,Other
diag_3,250.21,2,Other
diag_3,374,2,Other
diag_3,831,2,Other
diag_3,908,2,Other
diag_3,550,2,Other
diag_3,350,2,Other
diag_3,623,2,Other
diag_3,826,2,Other
diag_3,376,2,Other
diag_3,373,2,Other
diag_3,933,2,Other
diag_3,720,2,Other
diag_3,E813,2,Other
diag_3,180,2,Other
diag_3,V61,2,Other
diag_3,313,2,Other
diag_3,E956,2,Other
diag_3,E924,2,Other
diag_3,822,2,Other
diag_3,690,2,Other
diag_3,735,2,Other
diag_3,E901,2,Other
diag_3,E938,2,Other
diag_3,948,2,Other
diag_3,136,2,Other
diag_3,223,2,Other
diag_3,506,2,Other
diag_3,928,2,Other
diag_3,862,2,Other
diag_3,566,2,Other
diag_3,909,2,Other
diag_3,E980,2,Other
diag_3,759,2,Other
diag_3,534,2,Other
diag_3,508,2,Other
diag_3,464,2,Other
diag_3,245,2,Other
diag_3,384,2,Other
diag_3,865,2,Other
diag_3,641,2,Other
diag_3,670,2,Other
diag_3,366,2,Other
diag_3,E870,2,Other
diag_3,528,2,Other
diag_3,335,2,Other
diag_3,842,2,Other
diag_3,E965,1,Other
diag_3,173,1,Other
diag_3,193,1,Other
diag_3,987,1,Other
diag_3,161,1,Other
diag_3,115,1,Other
diag_3,17,1,Other
diag_3,265,1,Other
diag_3,66,1,Other
diag_3,967,1,Other
diag_3,944,1,Other
diag_3,734,1,Other
diag_3,385,1,Other
diag_3,164,1,Other
diag_3,139,1,Other
diag_3,360,1,Other
diag_3,935,1,Other
diag_3,872,1,Other
diag_3,V70,1,Other
diag_3,V60,1,Other
diag_3,884,1,Other
diag_3,E815,1,Other
diag_3,542,1,Other
diag_3,E822,1,Other
diag_3,192,1,Other
diag_3,171,1,Other
diag_3,754,1,Other
diag_3,992,1,Other
diag_3,657,1,Other
diag_3,684,1,Other
diag_3,603,1,Other
diag_3,953,1,Other
diag_3,956,1,Other
diag_3,755,1,Other
diag_3,V25,1,Other
diag_3,250.31,1,Other
diag_3,674,1,Other
diag_3,911,1,Other
diag_3,226,1,Other
diag_3,365.44,1,Other
diag_3,146,1,Other
diag_3,801,1,Other
diag_3,475,1,Other
diag_3,854,1,Other
diag_3,930,1,Other
diag_3,E915,1,Other
diag_3,893,1,Other
diag_3,706,1,Other
diag_3,540,1,Other
diag_3,483,1,Other
diag_3,E828,1,Other
diag_3,E949,1,Other
diag_3,148,1,Other
diag_3,879,1,Other
diag_3,989,1,Other
diag_3,347,1,Other
diag_3,E966,1,Other
diag_3,V86,1,Other
diag_3,E852,1,Other
diag_3,890,1,Other
diag_3,E892,1,Other
diag_3,122,1,Other
diag_3,702,1,Other
diag_3,529,1,Other
diag_3,918,1,Other
diag_3,E886,1,Other
diag_3,838,1,Other
diag_3,V11,1,Other
diag_3,E919,1,Other
diag_3,236,1,Other
diag_3,624,1,Other
diag_3,837,1,Other
diag_3,E987,1,Other
diag_3,841,1,Other
diag_3,800,1,Other
diag_3,622,1,Other
diag_3,E864,1,Other
diag_3,217,1,Other
diag_3,877,1,Other
diag_3,391,1,Other
diag_3,E825,1,Other
diag_3,643,1,Other
diag_3,952,1,Other
diag_3,387,1,Other
diag_3,669,1,Other
diag_3,152,1,Other
diag_3,141,1,Other
diag_3,910,1,Other
diag_3,E900,1,Other
diag_3,215,1,Other
diag_3,834,1,Other
diag_3,E945,1,Other
diag_3,448,1,Other
diag_3,49,1,Other
diag_3,876,1,Other
diag_3,57,1,Other
diag_3,E855,1,Other
diag_3,943,1,Other
diag_3,E854,1,Other
diag_3,655,1,Other
diag_3,480,1,Other
diag_3,259,1,Other
diag_3,370,1,Other
diag_3,671,1,Other
diag_3,47,1,Other
diag_3,27,1,Other
diag_3,E861,1,Other
diag_3,524,1,Other
diag_3,919,1,Other
diag_3,732,1,Other
diag_3,341,1,Other
diag_3,697,1,Other
diag_3,308,1,Other
diag_3,744,1,Other
diag_3,816,1,Other
diag_3,811,1,Other
diag_3,271,1,Other
diag_3,653,1,Other
diag_3,243,1,Other
diag_3,602,1,Other
diag_3,864,1,Other
diag_3,871,1,Other
